gene,chr,start,end,strand,length,control1,control2,control3,control4,control5,control6,exposed1,exposed2,exposed3,exposed4,exposed5,exposed6,control_mean,exposed_mean
Olfr518,7,"108,880,603","108,881,604",-,"1,002",46.76,38.37,39.49,32.54,40.42,32.06,37.26,36.73,35.77,34.66,45.53,54.41,38.27,40.73
Olfr807,10,"129,754,135","129,757,808",-,"2,020",50.23,28.14,61.80,46.30,23.96,18.77,17.68,34.17,25.64,44.90,34.60,43.53,38.20,33.42
Olfr1293-ps,2,"111,525,218","111,528,977",+,"1,803",36.37,51.16,35.19,28.78,38.18,36.76,37.89,34.17,39.82,26.00,26.40,42.08,37.74,34.39
Olfr494,7,"108,367,463","108,369,814",+,"2,352",39.83,17.90,44.64,56.94,29.20,32.85,46.10,47.83,35.09,44.12,35.51,50.06,36.89,43.12
Olfr1174-ps,2,"88,310,241","88,315,135",-,"1,786",41.57,34.96,37.77,41.92,45.66,17.99,30.94,63.21,49.94,61.45,41.88,55.14,36.64,50.43
Olfr58,9,"19,780,283","19,785,333",+,"2,454",46.76,38.37,35.19,36.92,31.44,30.50,39.15,45.27,33.07,40.97,23.67,37.00,36.53,36.52
Olfr447,6,"42,909,003","42,914,112",+,"2,899",41.57,33.25,18.03,50.68,41.92,32.85,34.73,47.83,51.29,32.30,23.67,26.12,36.38,35.99
Olfr487,7,"108,210,170","108,214,615",-,"2,462",53.69,27.28,45.49,23.78,29.94,36.76,25.26,21.35,20.92,55.93,30.05,43.53,36.16,32.84
Olfr307,7,"86,333,366","86,337,586",-,"3,329",55.42,28.14,36.05,39.42,30.69,26.59,27.15,38.44,23.62,44.12,40.97,26.84,36.05,33.52
Olfr229,9,"39,907,358","39,911,310",+,"1,681",36.37,22.17,30.04,53.18,53.90,20.33,24.00,23.06,30.37,62.24,54.63,50.06,36.00,40.73
Olfr1221,2,"89,109,086","89,117,283",-,"3,841",42.43,40.07,42.06,34.41,27.70,28.15,39.78,34.17,47.24,26.78,40.97,40.63,35.81,38.26
Olfr954,9,"39,456,708","39,462,999",+,"1,666",29.44,32.40,35.19,36.92,42.67,37.54,36.63,41.00,23.62,32.30,31.87,22.49,35.69,31.32
Olfr521,7,"99,763,514","99,769,307",+,"2,257",30.31,19.61,30.90,46.30,53.15,33.63,31.58,48.69,33.07,53.57,48.26,48.61,35.65,43.96
Olfr822,10,"130,071,240","130,075,545",+,"1,334",61.48,29.84,33.48,38.17,30.69,19.55,17.05,17.08,29.02,29.94,31.87,31.20,35.54,26.03
Olfr353,2,"36,889,274","36,892,927",-,"2,212",33.77,42.63,36.91,34.41,23.21,42.23,32.84,43.56,37.12,32.30,57.36,34.82,35.53,39.67
Olfr137,17,"38,303,527","38,307,570",-,"2,514",35.50,28.14,33.48,41.30,29.94,44.58,32.84,15.38,32.39,41.75,56.45,35.55,35.49,35.73
Olfr1458,19,"13,101,593","13,106,775",-,"1,914",22.52,25.58,24.89,50.68,41.92,44.58,40.42,25.63,29.69,55.15,52.81,74.00,35.03,46.28
Olfr829,9,"18,856,627","18,858,617",+,"1,991",54.56,30.69,21.46,33.16,41.17,28.15,43.57,35.88,43.87,16.54,21.85,6.53,34.87,28.04
Olfr623,7,"103,659,465","103,663,682",-,"2,196",33.77,26.43,31.76,51.31,38.93,25.81,31.58,41.86,30.37,43.33,40.97,49.33,34.67,39.57
Olfr1285,2,"111,406,562","111,409,298",+,"1,302",30.31,46.04,34.34,29.41,35.18,31.28,49.89,41.86,48.59,30.72,22.76,36.27,34.43,38.35
Olfr1355,10,"78,875,549","78,880,106",+,"1,148",35.50,31.55,28.33,48.18,22.46,39.88,36.63,27.33,26.99,29.15,22.76,39.90,34.32,30.46
Olfr692,7,"105,367,306","105,370,376",+,"3,071",55.42,41.78,33.48,36.29,23.21,14.86,22.73,38.44,36.44,26.78,29.14,30.47,34.17,30.67
Olfr1039,2,"86,129,970","86,135,916",-,"1,987",36.37,28.99,36.91,44.42,33.69,22.68,19.58,46.13,21.60,63.81,52.81,36.27,33.84,40.03
Olfr904,9,"38,463,353","38,465,243",+,"1,236",45.03,33.25,25.75,43.17,24.70,30.50,24.63,34.17,35.09,41.75,55.54,49.33,33.73,40.09
Olfr922,9,"38,814,614","38,816,754",+,"1,668",39.83,22.17,30.04,56.31,26.95,26.59,13.89,23.92,28.34,36.24,40.06,46.43,33.65,31.48
Olfr1446,19,"12,888,266","12,893,508",-,"2,575",40.70,26.43,28.33,35.04,27.70,42.23,27.79,35.88,35.77,49.63,32.78,22.49,33.40,34.05
Olfr1043,2,"86,161,890","86,167,522",-,"1,824",47.63,25.58,18.88,40.04,55.40,11.73,33.47,52.11,42.52,86.66,58.27,33.37,33.21,51.07
Olfr612,7,"103,537,696","103,542,717",-,"2,191",38.97,16.20,25.75,54.44,33.69,28.15,29.68,28.19,22.27,47.27,34.60,50.06,32.87,35.34
Olfr251,9,"38,377,096","38,381,522",+,"3,968",43.30,36.66,30.04,33.79,29.20,23.46,21.47,48.69,35.09,27.57,38.24,38.45,32.74,34.92
Olfr707,7,"106,890,446","106,901,270",-,"2,086",28.58,27.28,25.75,43.17,33.69,37.54,41.05,33.31,34.42,48.84,41.88,52.96,32.67,42.08
Olfr66,7,"103,879,919","103,882,411",-,"2,493",45.03,26.43,24.89,49.43,26.95,22.68,13.89,22.21,21.60,51.21,40.06,36.27,32.57,30.87
Olfr617,7,"103,583,997","103,586,456",+,"2,460",42.43,28.99,36.91,28.78,32.19,23.46,17.05,48.69,32.39,42.54,21.85,30.47,32.13,32.17
Olfr9,10,"128,989,431","128,992,102",+,"2,672",32.04,19.61,12.88,41.92,44.17,40.67,22.10,21.35,26.99,30.72,40.06,42.08,31.88,30.55
Olfr266,3,"106,821,104","106,824,903",-,"1,535",45.03,30.69,41.20,25.65,17.22,31.28,42.31,30.75,33.74,14.97,22.76,18.86,31.85,27.23
Olfr766,10,"129,061,853","129,068,977",-,"2,909",40.70,37.51,29.18,28.16,23.21,31.28,21.47,47.83,37.12,51.99,38.24,39.90,31.67,39.43
Olfr538,7,"140,574,155","140,575,087",+,933,34.64,39.22,32.62,25.03,28.45,28.94,53.68,36.73,36.44,51.99,30.05,48.61,31.48,42.92
Olfr781,10,"129,328,854","129,333,844",+,"1,304",32.91,27.28,34.34,21.27,41.17,31.28,19.58,34.17,23.62,38.60,46.44,42.80,31.38,34.20
Olfr299,7,"86,462,551","86,469,444",+,"4,355",39.83,28.14,35.19,33.16,23.96,27.37,23.37,15.38,26.32,40.97,22.76,20.31,31.28,24.85
Olfr853,9,"19,535,712","19,537,928",-,"2,217",32.91,35.81,31.76,36.29,15.72,32.06,49.89,20.50,24.97,20.48,17.30,19.59,30.76,25.45
Olfr69,7,"103,766,663","103,771,594",-,"1,971",52.82,22.17,24.89,39.42,20.96,24.24,24.00,23.92,29.02,74.05,33.69,36.27,30.75,36.82
Olfr1086,2,"86,676,399","86,680,086",-,966,34.64,24.73,24.89,39.42,39.68,20.33,22.10,39.29,27.67,34.66,53.72,29.02,30.61,34.41
Olfr937,9,"39,058,921","39,064,926",-,"2,189",25.11,25.58,28.33,46.30,41.92,16.42,13.89,30.75,20.25,70.90,41.88,48.61,30.61,37.71
Olfr774,10,"129,236,204","129,239,403",+,"1,429",41.57,28.99,22.32,38.17,29.94,21.12,34.73,26.48,33.74,26.00,26.40,29.02,30.35,29.40
Olfr1152,2,"87,866,493","87,869,476",+,"1,520",17.32,25.58,20.60,48.18,34.44,35.97,30.31,28.19,24.30,22.06,35.51,29.74,30.35,28.35
Olfr572,7,"102,924,409","102,928,608",+,"1,333",35.50,29.84,35.19,33.16,37.43,10.17,22.10,35.02,20.25,41.75,46.44,47.88,30.22,35.57
Olfr1497,19,"13,794,324","13,798,202",-,"1,672",25.98,20.46,25.75,43.80,38.93,25.81,24.63,36.73,29.69,27.57,39.15,32.65,30.12,31.74
Olfr111,17,"37,525,960","37,532,449",+,"2,548",48.49,37.51,22.32,26.90,23.96,20.33,24.63,31.60,23.62,29.15,28.23,18.86,29.92,26.02
Olfr763,10,"129,010,791","129,013,313",+,"2,523",31.17,21.32,22.32,35.04,37.43,31.28,16.42,33.31,27.67,39.39,40.06,27.57,29.76,30.74
Olfr765,10,"129,044,817","129,049,998",-,"2,665",24.25,37.51,34.34,29.41,21.71,31.28,28.42,29.04,24.97,32.30,34.60,37.00,29.75,31.05
Olfr51,11,"51,003,596","51,009,579",+,"2,722",38.10,23.02,24.89,41.30,35.93,14.08,20.84,37.58,43.87,63.81,48.26,47.16,29.55,43.59
Olfr702,7,"106,823,489","106,826,743",-,"1,348",28.58,28.99,29.18,36.29,27.70,24.24,34.10,40.15,27.67,39.39,21.85,39.90,29.16,33.84
Olfr1223,2,"89,144,086","89,151,336",-,"1,531",25.98,17.90,42.92,16.27,36.68,35.19,15.16,30.75,29.02,37.03,39.15,50.78,29.16,33.65
Olfr1109,2,"87,091,195","87,096,241",-,"2,716",26.85,17.90,33.48,31.91,33.69,29.72,29.05,19.65,20.92,22.06,19.12,22.49,28.92,22.21
Olfr934,9,"38,981,386","38,988,214",-,"2,012",25.98,22.17,20.60,45.05,36.68,21.90,13.26,25.63,30.37,46.48,24.58,25.39,28.73,27.62
Olfr483,7,"108,100,860","108,105,010",+,"1,749",16.45,21.32,30.90,44.42,43.42,14.86,13.26,35.88,14.85,45.69,16.39,20.31,28.56,24.40
Olfr764,10,"129,032,697","129,039,896",-,"2,854",27.71,24.73,16.31,23.15,47.91,31.28,18.95,29.04,27.67,29.15,33.69,27.57,28.51,27.68
Olfr1279,2,"111,300,635","111,308,963",+,"3,305",38.97,30.69,25.75,24.40,27.70,23.46,22.10,45.27,55.34,42.54,17.30,15.23,28.50,32.96
Olfr516,7,"108,844,880","108,850,500",-,"1,372",23.38,23.02,16.31,43.80,37.43,26.59,16.42,37.58,21.60,42.54,44.62,33.37,28.42,32.69
Olfr710,7,"106,944,067","106,948,312",-,"1,156",17.32,21.32,30.04,35.66,32.19,33.63,32.21,35.88,29.69,34.66,33.69,36.27,28.36,33.73
Olfr919,9,"38,696,874","38,703,408",-,"1,663",32.91,17.90,31.76,36.29,30.69,17.20,18.31,17.08,29.69,27.57,30.05,25.39,27.79,24.68
Olfr935,9,"38,994,042","38,999,683",-,"1,622",29.44,25.58,22.32,27.53,28.45,30.50,33.47,46.98,43.19,51.99,45.53,30.47,27.30,41.94
Olfr317,11,"58,731,018","58,739,212",-,"2,917",37.24,17.05,24.03,31.91,31.44,21.90,32.84,41.00,47.92,32.30,30.05,26.12,27.26,35.04
Olfr128,17,"37,920,571","37,926,735",+,"3,630",27.71,40.07,25.75,22.52,20.96,25.81,36.63,48.69,41.17,25.21,19.12,29.02,27.14,33.31
Olfr768,10,"129,090,222","129,093,972",-,"3,751",32.04,33.25,25.75,23.15,17.22,28.94,21.47,35.88,33.07,44.12,33.69,26.12,26.72,32.39
Olfr1047,2,"86,226,567","86,232,353",-,"2,465",30.31,16.20,23.18,44.42,29.94,15.64,17.68,29.04,14.17,57.51,66.47,39.90,26.62,37.46
Olfr608,7,"103,468,294","103,471,358",+,"1,530",32.91,12.79,18.88,54.44,27.70,11.73,17.05,23.92,22.95,25.21,34.60,18.86,26.41,23.76
Olfr435,6,"43,201,409","43,203,502",+,"1,915",24.25,20.46,34.34,36.92,23.96,17.99,17.68,29.04,11.47,50.42,40.97,21.04,26.32,28.44
Olfr38,6,"42,757,262","42,763,007",+,"1,700",37.24,29.84,25.75,25.65,21.71,17.20,12.63,23.06,27.67,22.06,17.30,21.04,26.23,20.63
Olfr678,7,"105,064,492","105,071,639",+,"2,352",30.31,24.73,28.33,33.79,22.46,17.20,25.26,28.19,24.30,27.57,17.30,26.84,26.14,24.91
Olfr616,7,"103,563,944","103,569,106",-,"1,393",30.31,16.20,23.18,45.05,23.96,15.64,15.79,21.35,20.92,29.94,13.66,27.57,25.72,21.54
Olfr630,7,"103,753,493","103,757,350",-,"2,294",33.77,26.43,27.47,29.41,23.21,12.51,15.16,23.92,15.52,27.57,29.14,21.76,25.47,22.18
Olfr1049,2,"86,254,357","86,257,323",-,"1,438",34.64,20.46,21.46,23.78,23.96,28.15,17.68,27.33,14.85,19.69,26.40,21.76,25.41,21.29
Olfr780,10,"129,318,149","129,323,652",+,"2,392",26.85,23.02,23.18,24.40,32.19,21.90,16.42,24.77,34.42,33.09,20.94,22.49,25.26,25.35
Olfr792,10,"129,539,162","129,542,534",+,"2,113",51.96,19.61,20.60,26.90,17.22,14.86,18.95,23.06,18.90,31.51,42.79,33.37,25.19,28.10
Olfr671,7,"104,974,614","104,979,110",-,"1,424",25.98,17.05,24.89,39.42,26.20,17.20,17.68,12.81,16.87,37.03,30.05,25.39,25.12,23.31
Olfr918,9,"38,672,091","38,674,601",-,"1,576",21.65,30.69,24.89,26.90,26.95,17.99,12.63,35.02,20.92,72.48,40.97,37.00,24.85,36.50
Olfr18,9,"20,312,503","20,336,094",-,"2,545",34.64,17.90,36.91,26.28,17.22,15.64,42.94,34.17,37.79,30.72,27.32,16.69,24.77,31.60
Olfr1185-ps1,2,"88,493,313","88,500,378",+,"1,680",38.10,24.73,10.30,11.26,33.69,30.50,22.73,57.23,39.82,19.69,36.42,29.02,24.76,34.15
Olfr434,6,"43,212,942","43,218,113",+,"1,425",19.92,11.08,13.73,32.54,40.42,29.72,20.21,7.69,20.25,27.57,32.78,39.90,24.57,24.73
Olfr1130,2,"87,606,212","87,608,334",+,"1,125",16.45,19.61,34.34,34.41,17.22,24.24,62.52,56.38,44.54,18.91,31.87,31.92,24.38,41.02
Olfr613,7,"103,548,074","103,555,504",+,"5,217",32.91,16.20,23.18,29.41,32.94,10.17,13.26,17.08,23.62,39.39,46.44,31.92,24.13,28.62
Olfr484,7,"108,122,961","108,125,296",-,"2,336",32.91,23.02,31.76,20.02,23.21,11.73,14.52,29.04,17.55,13.39,31.87,28.29,23.77,22.44
Olfr975,9,"39,949,047","39,951,189",-,"2,143",28.58,19.61,21.46,26.90,23.21,22.68,11.37,18.79,14.85,40.97,33.69,48.61,23.74,28.04
Olfr606,7,"103,449,057","103,452,911",+,"2,029",27.71,15.35,20.60,36.29,26.20,15.64,12.63,23.06,22.27,37.81,30.05,37.72,23.63,27.26
Olfr1480,19,"13,527,940","13,531,275",+,"2,054",37.24,37.51,24.89,12.51,11.23,17.99,42.31,35.88,56.69,30.72,16.39,12.33,23.56,32.39
Olfr373,8,"72,099,266","72,101,639",+,"2,374",19.05,10.23,20.60,30.03,29.94,30.50,20.21,19.65,31.72,26.00,21.85,26.12,23.39,24.26
Olfr114,17,"37,589,382","37,592,694",-,"1,062",41.57,16.20,25.75,22.52,8.23,25.03,27.79,12.81,18.90,29.15,14.57,11.61,23.22,19.14
Olfr118,17,"37,666,988","37,673,375",+,"1,641",11.26,23.87,14.59,31.91,27.70,28.15,12.63,17.94,22.27,24.42,32.78,22.49,22.91,22.09
Olfr971,9,"39,839,436","39,840,359",+,924,29.44,13.64,21.46,18.15,24.70,27.37,18.31,25.63,16.20,33.09,33.69,29.74,22.46,26.11
Olfr576,7,"102,965,102","102,975,160",+,927,25.98,14.49,17.17,35.66,24.70,15.64,10.74,17.08,12.15,18.91,20.03,14.51,22.27,15.57
Olfr382,11,"73,512,326","73,520,467",-,"1,606",15.59,18.76,24.03,25.03,21.71,28.15,17.05,18.79,19.57,21.27,30.05,25.39,22.21,22.02
Olfr747,14,"50,679,913","50,693,201",-,"2,237",32.04,23.02,21.46,18.15,21.71,16.42,22.10,23.06,21.60,24.42,21.85,20.31,22.13,22.22
Olfr860,9,"19,845,623","19,849,747",-,"1,219",19.05,17.90,23.18,31.28,17.22,23.46,8.21,28.19,12.82,37.81,36.42,29.02,22.02,25.41
Olfr113,17,"37,573,758","37,577,663",-,"1,791",19.05,17.05,29.18,20.65,18.71,26.59,25.89,23.06,21.60,12.60,13.66,21.04,21.87,19.64
Olfr559,7,"102,723,050","102,727,482",-,"1,708",23.38,23.87,24.89,28.16,14.22,12.51,8.84,23.92,22.27,50.42,35.51,40.63,21.17,30.26
Olfr857,9,"19,709,568","19,714,930",+,"2,158",23.38,23.87,22.32,21.27,14.22,21.90,25.89,45.27,27.67,44.12,50.08,23.22,21.16,36.04
Olfr27,9,"39,128,167","39,145,072",+,"1,041",36.37,11.94,30.90,14.39,12.73,17.99,12.00,11.96,20.92,30.72,27.32,7.98,20.72,18.48
Olfr611,7,"103,516,928","103,520,811",-,"1,803",18.19,18.76,20.60,28.16,20.96,17.20,20.84,24.77,20.25,40.97,26.40,16.69,20.64,24.99
Olfr916,9,"38,657,342","38,659,866",-,"1,386",19.05,12.79,14.59,29.41,22.46,23.46,24.00,52.96,28.34,45.69,45.53,25.39,20.29,36.99
Olfr172,16,"58,759,544","58,763,176",-,"1,834",26.85,16.20,20.60,23.15,20.21,14.08,30.94,11.96,16.87,18.12,27.32,21.04,20.18,21.04
Olfr1186,2,"88,518,551","88,526,590",+,"1,691",31.17,17.90,20.60,13.77,15.72,17.20,25.89,23.92,24.30,15.76,16.39,18.14,19.40,20.73
Olfr301,7,"86,403,846","86,414,024",+,"1,937",22.52,12.79,18.88,21.27,10.48,29.72,9.47,17.08,8.77,16.54,17.30,17.41,19.28,14.43
Olfr907,9,"38,495,983","38,499,882",+,"1,428",22.52,14.49,22.32,24.40,16.47,14.86,23.37,16.23,15.52,18.12,19.12,26.12,19.18,19.75
Olfr1360,13,"21,674,001","21,674,980",-,980,21.65,28.99,25.75,13.14,14.22,10.95,17.05,24.77,23.62,13.39,21.85,15.96,19.12,19.44
Olfr1390,11,"49,335,253","49,346,635",+,"5,013",21.65,23.87,21.46,15.64,14.97,16.42,27.15,13.67,12.82,14.97,13.66,12.33,19.00,15.77
Olfr1441,19,"12,417,435","12,423,352",+,"1,912",22.52,20.46,17.17,15.64,16.47,19.55,18.95,11.10,22.95,13.39,18.21,15.23,18.63,16.64
Olfr1181,2,"88,423,088","88,424,023",-,936,8.66,52.01,12.88,22.52,8.98,5.47,35.36,31.60,56.01,21.27,11.84,20.31,18.42,29.40
Olfr1433,19,"12,279,854","12,285,626",+,"2,714",20.78,16.20,17.17,18.77,17.22,17.99,18.95,14.52,12.82,31.51,20.94,21.04,18.02,19.96
Olfr967,9,"39,746,266","39,751,377",+,"1,077",20.78,14.49,11.16,22.52,17.97,20.33,7.58,20.50,14.17,21.27,29.14,27.57,17.88,20.04
Olfr539,7,"140,667,289","140,668,248",+,960,19.05,11.94,18.03,9.39,18.71,28.94,18.95,12.81,15.52,13.39,6.37,7.25,17.67,12.38
Olfr420,1,"174,155,633","174,160,433",+,"2,044",30.31,13.64,25.75,15.02,14.22,7.04,7.58,11.96,4.72,42.54,24.58,28.29,17.66,19.95
Olfr659,7,"104,667,197","104,671,729",+,"1,457",19.05,19.61,18.03,25.65,8.98,14.08,12.63,11.96,12.15,18.12,13.66,10.88,17.57,13.23
Olfr875,9,"37,771,857","37,774,459",+,"2,045",17.32,17.90,13.73,21.27,27.70,7.04,13.26,13.67,12.15,37.81,41.88,15.23,17.49,22.33
Olfr473,7,"107,930,487","107,935,661",+,"2,278",23.38,16.20,26.61,16.27,9.73,12.51,30.31,23.06,16.20,11.03,16.39,15.23,17.45,18.70
Olfr399,11,"74,053,127","74,056,615",-,"1,796",19.05,11.94,13.73,19.40,22.46,17.99,10.74,30.75,14.85,24.42,10.02,13.06,17.43,17.30
Olfr372,8,"72,043,485","72,058,962",+,"1,781",16.45,17.90,12.02,19.40,18.71,16.42,16.42,17.08,18.90,11.03,23.67,23.22,16.82,18.39
Olfr1472,19,"13,453,571","13,454,515",-,945,19.05,13.64,11.16,23.78,13.47,17.20,18.31,17.08,8.77,17.33,13.66,13.78,16.38,14.82
Olfr1113,2,"87,208,995","87,213,894",+,"1,168",17.32,14.49,13.73,17.52,19.46,15.64,11.37,17.94,16.20,18.12,12.75,17.41,16.36,15.63
Olfr979,9,"40,000,206","40,001,250",-,"1,045",12.99,16.20,7.73,17.52,27.70,14.86,11.37,14.52,13.50,28.36,19.12,23.22,16.17,18.35
Olfr202,16,"59,283,516","59,286,708",-,"1,232",19.92,24.73,24.89,7.51,9.73,10.17,16.42,13.67,20.25,18.12,24.58,26.12,16.16,19.86
Olfr39,9,"20,277,605","20,287,060",+,"1,772",12.99,11.08,16.31,16.27,20.21,19.55,14.52,23.06,20.92,14.97,21.85,13.78,16.07,18.19
Olfr1413,1,"92,571,567","92,574,374",+,"1,343",15.59,15.35,15.45,16.27,15.72,14.86,17.68,16.23,14.17,16.54,20.03,16.69,15.54,16.89
Olfr1138,2,"87,737,387","87,738,322",-,936,12.99,9.38,12.88,21.27,13.47,22.68,11.37,8.54,13.50,11.82,18.21,7.98,15.45,11.90
Olfr333-ps1,11,"58,476,608","58,481,400",-,"1,994",15.59,16.20,16.31,12.51,17.97,14.08,13.89,14.52,17.55,22.06,17.30,18.86,15.44,17.36
Olfr402,11,"74,153,529","74,156,680",+,"2,108",12.99,18.76,17.17,17.52,17.22,8.60,9.47,13.67,10.80,13.39,5.46,12.33,15.38,10.85
Olfr94,17,"37,196,708","37,198,011",-,"1,304",10.39,12.79,16.31,13.14,16.47,20.33,13.89,18.79,20.92,22.85,9.11,15.96,14.91,16.92
Olfr944,9,"39,217,359","39,218,294",+,936,20.78,12.79,16.31,12.51,9.73,17.20,5.05,21.35,16.20,16.54,20.03,10.16,14.89,14.89
Olfr753-ps1,17,"37,168,220","37,170,908",-,"2,689",19.05,14.49,18.88,14.39,7.49,14.08,10.10,4.27,7.42,8.67,8.19,9.43,14.73,8.02
Olfr877,9,"37,854,819","37,856,695",+,"1,877",22.52,7.67,15.45,10.64,20.96,10.95,24.00,22.21,14.85,29.94,36.42,27.57,14.70,25.83
Olfr1315-ps1,2,"112,110,057","112,115,440",-,"1,230",12.12,18.76,15.45,13.14,11.23,17.20,12.00,4.27,10.80,10.24,10.93,5.08,14.65,8.89
Olfr517,7,"108,868,121","108,869,175",-,"1,055",8.66,11.94,10.30,21.27,23.21,11.73,13.89,11.10,18.22,7.88,16.39,13.78,14.52,13.55
Olfr458,6,"42,460,076","42,461,017",-,942,14.72,21.32,15.45,20.02,12.73,2.35,7.58,14.52,7.42,8.67,17.30,9.43,14.43,10.82
Olfr355,2,"36,927,180","36,928,886",-,"1,609",17.32,9.38,11.16,15.02,20.21,13.29,3.79,17.94,14.85,10.24,10.02,15.23,14.40,12.01
Olfr282,15,"98,431,678","98,438,638",+,"1,375",16.45,11.94,18.03,12.51,18.71,7.04,13.89,17.08,20.92,14.97,14.57,18.86,14.11,16.72
Olfr894,9,"38,218,076","38,220,608",+,"2,115",1.73,10.23,17.17,7.51,15.72,31.28,6.95,22.21,22.95,24.42,23.67,32.65,13.94,22.14
Olfr846,9,"19,360,028","19,363,998",-,"1,372",15.59,6.82,11.16,18.15,14.22,15.64,5.05,20.50,18.90,7.09,8.19,8.71,13.60,11.41
Olfr815,10,"129,901,329","129,905,310",-,"1,565",20.78,11.94,17.17,13.77,9.73,7.82,3.79,11.96,9.45,23.63,7.28,5.80,13.53,10.32
Olfr890,9,"38,143,137","38,144,081",+,945,9.53,17.05,13.73,13.77,17.22,9.38,16.42,13.67,10.12,9.45,9.11,7.25,13.45,11.00
Olfr1300-ps1,2,"111,688,882","111,692,616",+,"1,250",16.45,13.64,15.45,6.88,11.23,15.64,6.95,11.96,10.12,19.69,16.39,13.78,13.22,13.15
Olfr1055,2,"86,346,724","86,347,764",-,"1,041",14.72,8.53,9.44,16.27,13.47,15.64,13.89,11.96,6.75,11.03,15.48,4.35,13.01,10.58
Olfr490,7,"108,286,180","108,287,124",-,945,18.19,7.67,11.16,15.02,12.73,12.51,8.84,12.81,10.12,22.06,13.66,7.25,12.88,12.46
Olfr995,2,"85,437,772","85,443,639",-,"1,530",19.05,14.49,12.02,10.64,11.98,8.60,9.47,23.92,14.17,7.88,10.93,8.71,12.80,12.51
Olfr823,10,"130,111,566","130,115,360",-,"1,369",12.12,5.97,8.58,20.02,14.97,14.86,12.00,7.69,6.75,17.33,14.57,21.04,12.75,13.23
Olfr641,7,"104,039,798","104,040,736",+,939,12.12,9.38,9.44,22.52,11.23,9.38,5.68,11.10,7.42,11.82,14.57,10.88,12.35,10.25
Olfr898,9,"38,348,411","38,350,401",+,"1,651",12.12,12.79,12.02,13.77,8.23,14.86,10.74,11.10,9.45,6.30,7.28,5.80,12.30,8.45
Olfr1289,2,"111,483,350","111,485,204",+,"1,855",13.86,8.53,12.88,9.39,12.73,14.08,15.79,10.25,10.12,21.27,20.03,18.86,11.91,16.05
Olfr1082,2,"86,593,885","86,598,809",-,990,17.32,7.67,9.44,7.51,13.47,15.64,17.68,17.08,8.10,6.30,17.30,10.88,11.84,12.89
Olfr1451,19,"12,995,014","13,000,348",+,"1,629",19.92,6.82,9.44,11.89,20.21,2.35,5.68,8.54,4.72,22.06,13.66,6.53,11.77,10.20
Olfr441,6,"43,115,744","43,116,676",+,933,17.32,11.94,7.73,16.27,8.23,7.82,5.05,12.81,8.77,21.27,18.21,12.33,11.55,13.08
Olfr153,2,"87,531,796","87,533,053",+,"1,258",17.32,6.82,9.44,10.01,14.97,9.38,6.95,17.94,15.52,11.03,12.75,3.63,11.32,11.30
Olfr1449,19,"12,931,007","12,935,749",+,"1,131",12.99,14.49,11.16,10.64,10.48,7.82,3.16,5.98,8.77,26.00,28.23,10.88,11.26,13.84
Olfr906,9,"38,487,241","38,488,986",+,"1,045",5.20,9.38,11.16,16.27,8.98,16.42,12.63,5.13,6.07,4.73,10.93,5.80,11.23,7.55
Olfr996,2,"85,579,215","85,580,282",+,"1,068",13.86,16.20,6.87,13.14,8.98,6.26,9.47,11.96,10.80,4.73,15.48,9.43,10.88,10.31
Olfr980,9,"40,006,015","40,006,947",-,933,12.99,10.23,11.16,8.76,13.47,7.82,7.58,13.67,7.42,7.88,7.28,11.61,10.74,9.24
Olfr1171-ps1,2,"88,252,231","88,260,177",-,"3,297",17.32,12.79,6.87,5.01,9.73,12.51,6.95,7.69,6.07,12.60,10.02,6.53,10.70,8.31
Olfr1249,2,"89,629,940","89,630,896",-,957,19.05,16.20,9.44,5.63,6.74,4.69,10.10,5.13,6.75,7.09,5.46,7.25,10.29,6.96
Olfr832,9,"18,937,122","18,946,584",+,"2,079",6.06,8.53,10.30,13.14,13.47,10.17,6.32,10.25,6.07,7.09,8.19,7.98,10.28,7.65
Olfr1153,2,"87,894,962","87,898,228",+,"2,068",7.79,3.41,2.58,16.89,8.23,22.68,7.58,11.96,7.42,5.51,12.75,6.53,10.26,8.63
Olfr1131,2,"87,628,465","87,629,394",+,930,8.66,7.67,7.73,15.02,14.22,7.82,4.42,12.81,8.77,12.60,7.28,14.51,10.19,10.07
Olfr905,9,"38,472,745","38,473,681",+,937,4.33,14.49,2.58,21.90,14.97,2.35,3.79,7.69,5.40,10.24,8.19,7.98,10.10,7.22
Olfr387-ps1,11,"73,660,049","73,665,867",+,"1,513",17.32,11.08,6.87,6.26,8.23,9.38,6.95,5.98,7.42,9.45,10.93,5.08,9.86,7.63
Olfr1457,19,"13,093,861","13,095,669",-,"1,809",12.99,9.38,7.73,8.13,6.74,14.08,18.95,20.50,22.95,22.85,23.67,20.31,9.84,21.54
Olfr1338,4,"118,753,595","118,754,536",-,942,14.72,13.64,0.86,10.64,11.23,7.82,13.26,13.67,14.17,11.03,5.46,7.98,9.82,10.93
Olfr50,2,"36,790,538","36,794,364",+,"1,502",5.20,3.41,6.01,18.15,10.48,15.64,8.21,12.81,9.45,5.51,15.48,6.53,9.81,9.67
Olfr1002,2,"85,646,490","85,648,334",-,"1,845",14.72,8.53,11.16,6.88,10.48,6.26,6.32,7.69,6.07,24.42,13.66,3.63,9.67,10.30
